"STATE","STATEABBREVIATION","COUNTY","STATEFP","COUNTYFP","INDICATOR","YEAR","VALUE"
"Iowa","IA","Monroe County","19","135","dist_MAT","2017","23.67"
"Iowa","IA","Montgomery County","19","137","dist_MAT","2017","38.6"
"Iowa","IA","Muscatine County","19","139","dist_MAT","2017","26.89"
"Iowa","IA","O'Brien County","19","141","dist_MAT","2017","23.5"
"Iowa","IA","Osceola County","19","143","dist_MAT","2017","43.2"
"Iowa","IA","Page County","19","145","dist_MAT","2017","47.22"
"Iowa","IA","Palo Alto County","19","147","dist_MAT","2017","43.62"
"Iowa","IA","Plymouth County","19","149","dist_MAT","2017","16.5"
"Iowa","IA","Pocahontas County","19","151","dist_MAT","2017","31.62"
"Iowa","IA","Polk County","19","153","dist_MAT","2017","5.43"
"Iowa","IA","Pottawattamie County","19","155","dist_MAT","2017","14.38"
"Iowa","IA","Poweshiek County","19","157","dist_MAT","2017","27.88"
"Iowa","IA","Ringgold County","19","159","dist_MAT","2017","50.43"
"Iowa","IA","Sac County","19","161","dist_MAT","2017","28.22"
"Iowa","IA","Scott County","19","163","dist_MAT","2017","7.95"
"Iowa","IA","Shelby County","19","165","dist_MAT","2017","20.6"
"Iowa","IA","Sioux County","19","167","dist_MAT","2017","25.77"
"Iowa","IA","Story County","19","169","dist_MAT","2017","9.5"
"Iowa","IA","Tama County","19","171","dist_MAT","2017","25.46"
"Iowa","IA","Taylor County","19","173","dist_MAT","2017","60.14"
"Iowa","IA","Union County","19","175","dist_MAT","2017","40.17"
"Iowa","IA","Van Buren County","19","177","dist_MAT","2017","27.3"
"Iowa","IA","Wapello County","19","179","dist_MAT","2017","33.29"
"Iowa","IA","Warren County","19","181","dist_MAT","2017","9.45"
"Iowa","IA","Washington County","19","183","dist_MAT","2017","39.25"
"Iowa","IA","Wayne County","19","185","dist_MAT","2017","23"
"Iowa","IA","Webster County","19","187","dist_MAT","2017","10.07"
"Iowa","IA","Winnebago County","19","189","dist_MAT","2017","27.57"
"Iowa","IA","Winneshiek County","19","191","dist_MAT","2017","51"
"Iowa","IA","Woodbury County","19","193","dist_MAT","2017","11.5"
"Iowa","IA","Worth County","19","195","dist_MAT","2017","23"
"Iowa","IA","Wright County","19","197","dist_MAT","2017","28.62"
"Kansas","KS","Allen County","20","001","dist_MAT","2017","35.5"
"Kansas","KS","Anderson County","20","003","dist_MAT","2017","46.33"
"Kansas","KS","Atchison County","20","005","dist_MAT","2017","9.8"
"Kansas","KS","Barber County","20","007","dist_MAT","2017","43.62"
"Kansas","KS","Barton County","20","009","dist_MAT","2017","40.57"
"Kansas","KS","Bourbon County","20","011","dist_MAT","2017","43.71"
"Kansas","KS","Brown County","20","013","dist_MAT","2017","28.71"
"Kansas","KS","Butler County","20","015","dist_MAT","2017","20.12"
"Kansas","KS","Chase County","20","017","dist_MAT","2017","38.2"
"Kansas","KS","Chautauqua County","20","019","dist_MAT","2017","25.6"
"Kansas","KS","Cherokee County","20","021","dist_MAT","2017","13.78"
"Kansas","KS","Cheyenne County","20","023","dist_MAT","2017","30.5"
"Kansas","KS","Clark County","20","025","dist_MAT","2017","42.33"
"Kansas","KS","Clay County","20","027","dist_MAT","2017","25.4"
"Kansas","KS","Cloud County","20","029","dist_MAT","2017","41.33"
"Kansas","KS","Coffey County","20","031","dist_MAT","2017","49.4"
"Kansas","KS","Comanche County","20","033","dist_MAT","2017","26"
"Kansas","KS","Cowley County","20","035","dist_MAT","2017","28.62"
"Kansas","KS","Crawford County","20","037","dist_MAT","2017","25.54"
"Kansas","KS","Decatur County","20","039","dist_MAT","2017","23.25"
"Kansas","KS","Dickinson County","20","041","dist_MAT","2017","10.75"
"Kansas","KS","Doniphan County","20","043","dist_MAT","2017","15.43"
"Kansas","KS","Douglas County","20","045","dist_MAT","2017","4.88"
"Kansas","KS","Edwards County","20","047","dist_MAT","2017","23.5"
"Kansas","KS","Elk County","20","049","dist_MAT","2017","45.2"
"Kansas","KS","Ellis County","20","051","dist_MAT","2017","11"
"Kansas","KS","Ellsworth County","20","053","dist_MAT","2017","35.8"
"Kansas","KS","Finney County","20","055","dist_MAT","2017","9.33"
"Kansas","KS","Ford County","20","057","dist_MAT","2017","30.17"
"Kansas","KS","Franklin County","20","059","dist_MAT","2017","25.25"
"Kansas","KS","Geary County","20","061","dist_MAT","2017","5.5"
"Kansas","KS","Gove County","20","063","dist_MAT","2017","38.4"
"Kansas","KS","Graham County","20","065","dist_MAT","2017","32.75"
"Kansas","KS","Grant County","20","067","dist_MAT","2017",""
"Kansas","KS","Gray County","20","069","dist_MAT","2017","29.6"
"Kansas","KS","Greeley County","20","071","dist_MAT","2017","49"
"Kansas","KS","Greenwood County","20","073","dist_MAT","2017","53.25"
"Kansas","KS","Hamilton County","20","075","dist_MAT","2017","35.33"
"Kansas","KS","Harper County","20","077","dist_MAT","2017","34.71"
"Kansas","KS","Harvey County","20","079","dist_MAT","2017","7.43"
"Kansas","KS","Haskell County","20","081","dist_MAT","2017","21"
"Kansas","KS","Hodgeman County","20","083","dist_MAT","2017","43"
"Kansas","KS","Jackson County","20","085","dist_MAT","2017","27"
"Kansas","KS","Jefferson County","20","087","dist_MAT","2017","14.78"
"Kansas","KS","Jewell County","20","089","dist_MAT","2017","53.86"
"Kansas","KS","Johnson County","20","091","dist_MAT","2017","4.24"
"Kansas","KS","Kearny County","20","093","dist_MAT","2017","24"
"Kansas","KS","Kingman County","20","095","dist_MAT","2017","33.71"
"Kansas","KS","Kiowa County","20","097","dist_MAT","2017","7"
"Kansas","KS","Labette County","20","099","dist_MAT","2017","13"
"Kansas","KS","Lane County","20","101","dist_MAT","2017","19.5"
"Kansas","KS","Leavenworth County","20","103","dist_MAT","2017","7.43"
"Kansas","KS","Lincoln County","20","105","dist_MAT","2017","30.25"
"Kansas","KS","Linn County","20","107","dist_MAT","2017","47.43"
"Kansas","KS","Logan County","20","109","dist_MAT","2017","27.67"
"Kansas","KS","Lyon County","20","111","dist_MAT","2017","44.12"
"Kansas","KS","McPherson County","20","113","dist_MAT","2017","9.38"
"Kansas","KS","Marion County","20","115","dist_MAT","2017","22.18"
"Kansas","KS","Marshall County","20","117","dist_MAT","2017","57.18"
"Kansas","KS","Meade County","20","119","dist_MAT","2017","52.33"
"Kansas","KS","Miami County","20","121","dist_MAT","2017","24.8"
"Kansas","KS","Mitchell County","20","123","dist_MAT","2017","50.83"
"Kansas","KS","Montgomery County","20","125","dist_MAT","2017","25.7"
"Kansas","KS","Morris County","20","127","dist_MAT","2017","21.2"
"Kansas","KS","Morton County","20","129","dist_MAT","2017","39.33"
"Kansas","KS","Nemaha County","20","131","dist_MAT","2017","48.22"
"Kansas","KS","Neosho County","20","133","dist_MAT","2017","16.67"
"Kansas","KS","Ness County","20","135","dist_MAT","2017","37.43"
"Kansas","KS","Norton County","20","137","dist_MAT","2017","10.75"
"Kansas","KS","Osage County","20","139","dist_MAT","2017","21"
"Kansas","KS","Osborne County","20","141","dist_MAT","2017","45.5"
"Kansas","KS","Ottawa County","20","143","dist_MAT","2017","19.75"
"Kansas","KS","Pawnee County","20","145","dist_MAT","2017","41.5"
"Kansas","KS","Phillips County","20","147","dist_MAT","2017","31.29"
"Kansas","KS","Pottawatomie County","20","149","dist_MAT","2017","32.67"
"Kansas","KS","Pratt County","20","151","dist_MAT","2017","28.8"
"Kansas","KS","Rawlins County","20","153","dist_MAT","2017","29.25"
"Kansas","KS","Reno County","20","155","dist_MAT","2017","13.69"
"Kansas","KS","Republic County","20","157","dist_MAT","2017","60.12"
"Kansas","KS","Rice County","20","159","dist_MAT","2017","28"
"Kansas","KS","Riley County","20","161","dist_MAT","2017","20.5"
"Kansas","KS","Rooks County","20","163","dist_MAT","2017","32.8"
"Kansas","KS","Rush County","20","165","dist_MAT","2017","24.5"
"Kansas","KS","Russell County","20","167","dist_MAT","2017","31.86"
"Kansas","KS","Saline County","20","169","dist_MAT","2017","11"
"Kansas","KS","Scott County","20","171","dist_MAT","2017",""
"Kansas","KS","Sedgwick County","20","173","dist_MAT","2017","6.23"
"Kansas","KS","Seward County","20","175","dist_MAT","2017","39"
"Kansas","KS","Shawnee County","20","177","dist_MAT","2017","5.71"
"Kansas","KS","Sheridan County","20","179","dist_MAT","2017","31.5"
"Kansas","KS","Sherman County","20","181","dist_MAT","2017","8.33"
"Kansas","KS","Smith County","20","183","dist_MAT","2017","53.67"
"Kansas","KS","Stafford County","20","185","dist_MAT","2017","36.75"
"Kansas","KS","Stanton County","20","187","dist_MAT","2017","27"
"Kansas","KS","Stevens County","20","189","dist_MAT","2017","25"
"Kansas","KS","Sumner County","20","191","dist_MAT","2017","13.25"
"Kansas","KS","Thomas County","20","193","dist_MAT","2017","10.6"
"Kansas","KS","Trego County","20","195","dist_MAT","2017","31"
"Kansas","KS","Wabaunsee County","20","197","dist_MAT","2017","24.86"
"Kansas","KS","Wallace County","20","199","dist_MAT","2017","30.67"
"Kansas","KS","Washington County","20","201","dist_MAT","2017","54.91"
"Kansas","KS","Wichita County","20","203","dist_MAT","2017","22"
"Kansas","KS","Wilson County","20","205","dist_MAT","2017","29.4"
"Kansas","KS","Woodson County","20","207","dist_MAT","2017","46"
"Kansas","KS","Wyandotte County","20","209","dist_MAT","2017","4.25"
"Kentucky","KY","Adair County","21","001","dist_MAT","2017","7.25"
"Kentucky","KY","Allen County","21","003","dist_MAT","2017","5.67"
"Kentucky","KY","Anderson County","21","005","dist_MAT","2017","14"
"Kentucky","KY","Ballard County","21","007","dist_MAT","2017","11.4"
"Kentucky","KY","Barren County","21","009","dist_MAT","2017","18.5"
"Kentucky","KY","Bath County","21","011","dist_MAT","2017","6.5"
"Kentucky","KY","Bell County","21","013","dist_MAT","2017","11"
"Kentucky","KY","Boone County","21","015","dist_MAT","2017","9.71"
"Kentucky","KY","Bourbon County","21","017","dist_MAT","2017","15"
"Kentucky","KY","Boyd County","21","019","dist_MAT","2017","4"
"Kentucky","KY","Boyle County","21","021","dist_MAT","2017","5.25"
"Kentucky","KY","Bracken County","21","023","dist_MAT","2017","6.25"
"Kentucky","KY","Breathitt County","21","025","dist_MAT","2017","28.5"
"Kentucky","KY","Breckinridge County","21","027","dist_MAT","2017","27.5"
"Kentucky","KY","Bullitt County","21","029","dist_MAT","2017","11.6"
"Kentucky","KY","Butler County","21","031","dist_MAT","2017","16"
"Kentucky","KY","Caldwell County","21","033","dist_MAT","2017","30.5"
"Kentucky","KY","Calloway County","21","035","dist_MAT","2017","30"
"Kentucky","KY","Campbell County","21","037","dist_MAT","2017","4.9"
"Kentucky","KY","Carlisle County","21","039","dist_MAT","2017","16"
"Kentucky","KY","Carroll County","21","041","dist_MAT","2017","18"
"Kentucky","KY","Carter County","21","043","dist_MAT","2017","6"
"Kentucky","KY","Casey County","21","045","dist_MAT","2017","20.33"
"Kentucky","KY","Christian County","21","047","dist_MAT","2017","11.89"
"Kentucky","KY","Clark County","21","049","dist_MAT","2017",""
"Kentucky","KY","Clay County","21","051","dist_MAT","2017","18.17"
"Kentucky","KY","Clinton County","21","053","dist_MAT","2017","27"
"Kentucky","KY","Crittenden County","21","055","dist_MAT","2017","31.33"
"Kentucky","KY","Cumberland County","21","057","dist_MAT","2017","23"
"Kentucky","KY","Daviess County","21","059","dist_MAT","2017","13.71"
"Kentucky","KY","Edmonson County","21","061","dist_MAT","2017","17.8"
"Kentucky","KY","Elliott County","21","063","dist_MAT","2017","1"
"Kentucky","KY","Estill County","21","065","dist_MAT","2017","19.5"
"Kentucky","KY","Fayette County","21","067","dist_MAT","2017","2.4"
"Kentucky","KY","Fleming County","21","069","dist_MAT","2017","4.25"
"Kentucky","KY","Floyd County","21","071","dist_MAT","2017","8.84"
"Kentucky","KY","Franklin County","21","073","dist_MAT","2017","2"
"Kentucky","KY","Fulton County","21","075","dist_MAT","2017","33"
"Kentucky","KY","Gallatin County","21","077","dist_MAT","2017","23.67"
"Kentucky","KY","Garrard County","21","079","dist_MAT","2017","12"
"Kentucky","KY","Grant County","21","081","dist_MAT","2017","17.4"
"Kentucky","KY","Graves County","21","083","dist_MAT","2017","17.64"
"Kentucky","KY","Grayson County","21","085","dist_MAT","2017","26.83"
"Kentucky","KY","Green County","21","087","dist_MAT","2017","20.33"
"Kentucky","KY","Greenup County","21","089","dist_MAT","2017","2.71"
"Kentucky","KY","Hancock County","21","091","dist_MAT","2017","15.5"
"Kentucky","KY","Hardin County","21","093","dist_MAT","2017","11.42"
"Kentucky","KY","Harlan County","21","095","dist_MAT","2017","11.46"
"Kentucky","KY","Harrison County","21","097","dist_MAT","2017","12"
"Kentucky","KY","Hart County","21","099","dist_MAT","2017","25.29"
"Kentucky","KY","Henderson County","21","101","dist_MAT","2017","11.6"
"Kentucky","KY","Henry County","21","103","dist_MAT","2017","19.55"
"Kentucky","KY","Hickman County","21","105","dist_MAT","2017","24"
"Kentucky","KY","Hopkins County","21","107","dist_MAT","2017","27"
"Kentucky","KY","Jackson County","21","109","dist_MAT","2017","8"
"Kentucky","KY","Jefferson County","21","111","dist_MAT","2017","3.03"
"Kentucky","KY","Jessamine County","21","113","dist_MAT","2017","12.67"
"Kentucky","KY","Johnson County","21","115","dist_MAT","2017","5"
"Kentucky","KY","Kenton County","21","117","dist_MAT","2017","3.5"
"Kentucky","KY","Knott County","21","119","dist_MAT","2017","20.17"
"Kentucky","KY","Knox County","21","121","dist_MAT","2017","6.07"
"Kentucky","KY","Larue County","21","123","dist_MAT","2017","15"
"Kentucky","KY","Laurel County","21","125","dist_MAT","2017","5.67"
"Kentucky","KY","Lawrence County","21","127","dist_MAT","2017","6.86"
"Kentucky","KY","Lee County","21","129","dist_MAT","2017","20.5"
"Kentucky","KY","Leslie County","21","131","dist_MAT","2017","23.56"
"Kentucky","KY","Letcher County","21","133","dist_MAT","2017","11.92"
"Kentucky","KY","Lewis County","21","135","dist_MAT","2017","7.4"
"Kentucky","KY","Lincoln County","21","137","dist_MAT","2017","16.33"
"Kentucky","KY","Livingston County","21","139","dist_MAT","2017","18.29"
"Kentucky","KY","Logan County","21","141","dist_MAT","2017","19.6"
"Kentucky","KY","Lyon County","21","143","dist_MAT","2017","26"
"Kentucky","KY","McCracken County","21","145","dist_MAT","2017","3.75"
"Kentucky","KY","McCreary County","21","147","dist_MAT","2017","21.14"
"Kentucky","KY","McLean County","21","149","dist_MAT","2017","26.83"
"Kentucky","KY","Madison County","21","151","dist_MAT","2017","20.6"
"Kentucky","KY","Magoffin County","21","153","dist_MAT","2017","15.33"
"Kentucky","KY","Marion County","21","155","dist_MAT","2017","19.25"
"Kentucky","KY","Marshall County","21","157","dist_MAT","2017","17.25"
"Kentucky","KY","Martin County","21","159","dist_MAT","2017","5.14"
"Kentucky","KY","Mason County","21","161","dist_MAT","2017","6.25"
"Kentucky","KY","Meade County","21","163","dist_MAT","2017","18.43"
"Kentucky","KY","Menifee County","21","165","dist_MAT","2017","4.5"
"Kentucky","KY","Mercer County","21","167","dist_MAT","2017","11"
"Kentucky","KY","Metcalfe County","21","169","dist_MAT","2017","23"
"Kentucky","KY","Monroe County","21","171","dist_MAT","2017","17.8"
"Kentucky","KY","Montgomery County","21","173","dist_MAT","2017","5.67"
"Kentucky","KY","Morgan County","21","175","dist_MAT","2017","7"
"Kentucky","KY","Muhlenberg County","21","177","dist_MAT","2017","30.15"
"Kentucky","KY","Nelson County","21","179","dist_MAT","2017","13.89"
"Kentucky","KY","Nicholas County","21","181","dist_MAT","2017","12.5"
"Kentucky","KY","Ohio County","21","183","dist_MAT","2017","29.17"
"Kentucky","KY","Oldham County","21","185","dist_MAT","2017","13.33"
"Kentucky","KY","Owen County","21","187","dist_MAT","2017","20.67"
"Kentucky","KY","Owsley County","21","189","dist_MAT","2017","20"
"Kentucky","KY","Pendleton County","21","191","dist_MAT","2017","6.33"
"Kentucky","KY","Perry County","21","193","dist_MAT","2017","23.67"
"Kentucky","KY","Pike County","21","195","dist_MAT","2017","8.67"
"Kentucky","KY","Powell County","21","197","dist_MAT","2017","12"
"Kentucky","KY","Pulaski County","21","199","dist_MAT","2017","10.62"
"Kentucky","KY","Robertson County","21","201","dist_MAT","2017","9"
"Kentucky","KY","Rockcastle County","21","203","dist_MAT","2017","16.5"
"Kentucky","KY","Rowan County","21","205","dist_MAT","2017","2"
"Kentucky","KY","Russell County","21","207","dist_MAT","2017","15"
"Kentucky","KY","Scott County","21","209","dist_MAT","2017","6"
"Kentucky","KY","Shelby County","21","211","dist_MAT","2017","14.8"
"Kentucky","KY","Simpson County","21","213","dist_MAT","2017",""
"Kentucky","KY","Spencer County","21","215","dist_MAT","2017","15.5"
"Kentucky","KY","Taylor County","21","217","dist_MAT","2017","17.67"
"Kentucky","KY","Todd County","21","219","dist_MAT","2017","18.6"
"Kentucky","KY","Trigg County","21","221","dist_MAT","2017","21"
"Kentucky","KY","Trimble County","21","223","dist_MAT","2017","11.5"
"Kentucky","KY","Union County","21","225","dist_MAT","2017","27.75"
"Kentucky","KY","Warren County","21","227","dist_MAT","2017","9.44"
"Kentucky","KY","Washington County","21","229","dist_MAT","2017","4.67"
"Kentucky","KY","Wayne County","21","231","dist_MAT","2017","27"
"Kentucky","KY","Webster County","21","233","dist_MAT","2017","33.33"
"Kentucky","KY","Whitley County","21","235","dist_MAT","2017","9.4"
"Kentucky","KY","Wolfe County","21","237","dist_MAT","2017","13.5"
"Kentucky","KY","Woodford County","21","239","dist_MAT","2017","11"
"Louisiana","LA","Acadia Parish","22","001","dist_MAT","2017","21.3"
"Louisiana","LA","Allen Parish","22","003","dist_MAT","2017","22.89"
"Louisiana","LA","Ascension Parish","22","005","dist_MAT","2017","15.86"
"Louisiana","LA","Assumption Parish","22","007","dist_MAT","2017","27"
"Louisiana","LA","Avoyelles Parish","22","009","dist_MAT","2017","18.08"
"Louisiana","LA","Beauregard Parish","22","011","dist_MAT","2017","14.33"
"Louisiana","LA","Bienville Parish","22","013","dist_MAT","2017","32.33"
"Louisiana","LA","Bossier Parish","22","015","dist_MAT","2017","8.62"
"Louisiana","LA","Caddo Parish","22","017","dist_MAT","2017","12.17"
"Louisiana","LA","Calcasieu Parish","22","019","dist_MAT","2017","10.86"
"Louisiana","LA","Caldwell Parish","22","021","dist_MAT","2017","24"
"Louisiana","LA","Cameron Parish","22","023","dist_MAT","2017","20.25"
"Louisiana","LA","Catahoula Parish","22","025","dist_MAT","2017","37.6"
"Louisiana","LA","Claiborne Parish","22","027","dist_MAT","2017","44"
"Louisiana","LA","Concordia Parish","22","029","dist_MAT","2017","41.67"
"Louisiana","LA","De Soto Parish","22","031","dist_MAT","2017","23.12"
"Louisiana","LA","East Baton Rouge Parish","22","033","dist_MAT","2017","4.48"
"Louisiana","LA","East Carroll Parish","22","035","dist_MAT","2017","34"
"Louisiana","LA","East Feliciana Parish","22","037","dist_MAT","2017","27.67"
"Louisiana","LA","Evangeline Parish","22","039","dist_MAT","2017","18.12"
"Louisiana","LA","Franklin Parish","22","041","dist_MAT","2017","25.2"
"Louisiana","LA","Grant Parish","22","043","dist_MAT","2017","21.67"
"Louisiana","LA","Iberia Parish","22","045","dist_MAT","2017","20.4"
"Louisiana","LA","Iberville Parish","22","047","dist_MAT","2017","14.88"
"Louisiana","LA","Jackson Parish","22","049","dist_MAT","2017","26.25"
"Louisiana","LA","Jefferson Parish","22","051","dist_MAT","2017","5.06"
"Louisiana","LA","Jefferson Davis Parish","22","053","dist_MAT","2017","25.29"
"Louisiana","LA","Lafayette Parish","22","055","dist_MAT","2017","4"
"Louisiana","LA","Lafourche Parish","22","057","dist_MAT","2017","17.44"
"Louisiana","LA","LaSalle Parish","22","059","dist_MAT","2017","30.8"
"Louisiana","LA","Lincoln Parish","22","061","dist_MAT","2017","28"
"Louisiana","LA","Livingston Parish","22","063","dist_MAT","2017","13.89"
"Louisiana","LA","Madison Parish","22","065","dist_MAT","2017","13.5"
"Louisiana","LA","Morehouse Parish","22","067","dist_MAT","2017","22.8"
"Louisiana","LA","Natchitoches Parish","22","069","dist_MAT","2017","41.64"
"Louisiana","LA","Orleans Parish","22","071","dist_MAT","2017","2.05"
"Louisiana","LA","Ouachita Parish","22","073","dist_MAT","2017","5.33"
"Louisiana","LA","Plaquemines Parish","22","075","dist_MAT","2017","35.62"
"Louisiana","LA","Pointe Coupee Parish","22","077","dist_MAT","2017","25.36"
"Louisiana","LA","Rapides Parish","22","079","dist_MAT","2017","10.89"
"Louisiana","LA","Red River Parish","22","081","dist_MAT","2017","29"
"Louisiana","LA","Richland Parish","22","083","dist_MAT","2017","9.2"
"Louisiana","LA","Sabine Parish","22","085","dist_MAT","2017","37.62"
"Louisiana","LA","St. Bernard Parish","22","087","dist_MAT","2017","8.2"
"Louisiana","LA","St. Charles Parish","22","089","dist_MAT","2017","12.33"
"Louisiana","LA","St. Helena Parish","22","091","dist_MAT","2017","24.5"
"Louisiana","LA","St. James Parish","22","093","dist_MAT","2017","20.57"
"Louisiana","LA","St. John the Baptist Parish","22","095","dist_MAT","2017","9.4"
"Louisiana","LA","St. Landry Parish","22","097","dist_MAT","2017","15.54"
"Louisiana","LA","St. Martin Parish","22","099","dist_MAT","2017","6"
"Louisiana","LA","St. Mary Parish","22","101","dist_MAT","2017","33.43"
"Louisiana","LA","St. Tammany Parish","22","103","dist_MAT","2017","7.13"
"Louisiana","LA","Tangipahoa Parish","22","105","dist_MAT","2017","10.27"
"Louisiana","LA","Tensas Parish","22","107","dist_MAT","2017","34.67"
"Louisiana","LA","Terrebonne Parish","22","109","dist_MAT","2017","13.58"
"Louisiana","LA","Union Parish","22","111","dist_MAT","2017","32"
"Louisiana","LA","Vermilion Parish","22","113","dist_MAT","2017","20.71"
"Louisiana","LA","Vernon Parish","22","115","dist_MAT","2017","23"
"Louisiana","LA","Washington Parish","22","117","dist_MAT","2017","29"
"Louisiana","LA","Webster Parish","22","119","dist_MAT","2017","24.5"
"Louisiana","LA","West Baton Rouge Parish","22","121","dist_MAT","2017","11.25"
"Louisiana","LA","West Carroll Parish","22","123","dist_MAT","2017","31.75"
"Louisiana","LA","West Feliciana Parish","22","125","dist_MAT","2017","38.75"
"Louisiana","LA","Winn Parish","22","127","dist_MAT","2017","36"
"Maine","ME","Androscoggin County","23","001","dist_MAT","2017","8.07"
"Maine","ME","Aroostook County","23","003","dist_MAT","2017","23.18"
"Maine","ME","Cumberland County","23","005","dist_MAT","2017","8.34"
"Maine","ME","Franklin County","23","007","dist_MAT","2017","25.24"
"Maine","ME","Hancock County","23","009","dist_MAT","2017","11.12"
"Maine","ME","Kennebec County","23","011","dist_MAT","2017","6.54"
"Maine","ME","Knox County","23","013","dist_MAT","2017","8.84"
"Maine","ME","Lincoln County","23","015","dist_MAT","2017","9.54"
"Maine","ME","Oxford County","23","017","dist_MAT","2017","16.12"
"Maine","ME","Penobscot County","23","019","dist_MAT","2017","17.02"
"Maine","ME","Piscataquis County","23","021","dist_MAT","2017","16"
"Maine","ME","Sagadahoc County","23","023","dist_MAT","2017","9.75"
"Maine","ME","Somerset County","23","025","dist_MAT","2017","18.44"
"Maine","ME","Waldo County","23","027","dist_MAT","2017","11.61"
"Maine","ME","Washington County","23","029","dist_MAT","2017","12.53"
"Maine","ME","York County","23","031","dist_MAT","2017","6.44"
"Maryland","MD","Allegany County","24","001","dist_MAT","2017","10.33"
"Maryland","MD","Anne Arundel County","24","003","dist_MAT","2017","4.47"
"Maryland","MD","Baltimore County","24","005","dist_MAT","2017","3.34"
"Maryland","MD","Calvert County","24","009","dist_MAT","2017","8"
"Maryland","MD","Caroline County","24","011","dist_MAT","2017","8.22"
"Maryland","MD","Carroll County","24","013","dist_MAT","2017","5.8"
"Maryland","MD","Cecil County","24","015","dist_MAT","2017","3.88"
"Maryland","MD","Charles County","24","017","dist_MAT","2017","5.33"
"Maryland","MD","Dorchester County","24","019","dist_MAT","2017","8.19"
"Maryland","MD","Frederick County","24","021","dist_MAT","2017","5.04"
"Maryland","MD","Garrett County","24","023","dist_MAT","2017","13.33"
"Maryland","MD","Harford County","24","025","dist_MAT","2017","3.4"
"Maryland","MD","Howard County","24","027","dist_MAT","2017","3.25"
"Maryland","MD","Kent County","24","029","dist_MAT","2017","7.33"
"Maryland","MD","Montgomery County","24","031","dist_MAT","2017","2.91"
"Maryland","MD","Prince George's County","24","033","dist_MAT","2017","3.51"
"Maryland","MD","Queen Anne's County","24","035","dist_MAT","2017","10.82"
"Maryland","MD","St. Mary's County","24","037","dist_MAT","2017","7.36"
"Maryland","MD","Somerset County","24","039","dist_MAT","2017","5.8"
"Maryland","MD","Talbot County","24","041","dist_MAT","2017","8.87"
"Maryland","MD","Washington County","24","043","dist_MAT","2017","5.71"
"Maryland","MD","Wicomico County","24","045","dist_MAT","2017","6.38"
"Maryland","MD","Worcester County","24","047","dist_MAT","2017","8.4"
"Maryland","MD","Baltimore city","24","510","dist_MAT","2017","0.33"
"Massachusetts","MA","Barnstable County","25","001","dist_MAT","2017","3.42"
"Massachusetts","MA","Berkshire County","25","003","dist_MAT","2017","6.67"
"Massachusetts","MA","Bristol County","25","005","dist_MAT","2017","2.97"
"Massachusetts","MA","Dukes County","25","007","dist_MAT","2017","11.83"
"Massachusetts","MA","Essex County","25","009","dist_MAT","2017","3.33"
"Massachusetts","MA","Franklin County","25","011","dist_MAT","2017","7.46"
"Massachusetts","MA","Hampden County","25","013","dist_MAT","2017","3.15"
"Massachusetts","MA","Hampshire County","25","015","dist_MAT","2017","4.08"
"Massachusetts","MA","Middlesex County","25","017","dist_MAT","2017","2.69"
"Massachusetts","MA","Nantucket County","25","019","dist_MAT","2017","28.67"
"Massachusetts","MA","Norfolk County","25","021","dist_MAT","2017","2.88"
"Massachusetts","MA","Plymouth County","25","023","dist_MAT","2017","4.88"
"Massachusetts","MA","Suffolk County","25","025","dist_MAT","2017","0.33"
"Massachusetts","MA","Worcester County","25","027","dist_MAT","2017","4.24"
"Michigan","MI","Alcona County","26","001","dist_MAT","2017","58.56"
"Michigan","MI","Alger County","26","003","dist_MAT","2017","35.8"
"Michigan","MI","Allegan County","26","005","dist_MAT","2017","13.07"
"Michigan","MI","Alpena County","26","007","dist_MAT","2017","52"
"Michigan","MI","Antrim County","26","009","dist_MAT","2017","20.1"
"Michigan","MI","Arenac County","26","011","dist_MAT","2017","26"
"Michigan","MI","Baraga County","26","013","dist_MAT","2017","36.6"
"Michigan","MI","Barry County","26","015","dist_MAT","2017","12.62"
"Michigan","MI","Bay County","26","017","dist_MAT","2017","7.9"
"Michigan","MI","Benzie County","26","019","dist_MAT","2017","6.29"
"Michigan","MI","Berrien County","26","021","dist_MAT","2017","10.48"
"Michigan","MI","Branch County","26","023","dist_MAT","2017","24.67"
"Michigan","MI","Calhoun County","26","025","dist_MAT","2017","9.25"
"Michigan","MI","Cass County","26","027","dist_MAT","2017","11.57"
"Michigan","MI","Charlevoix County","26","029","dist_MAT","2017","15.67"
"Michigan","MI","Cheboygan County","26","031","dist_MAT","2017","20.5"
"Michigan","MI","Chippewa County","26","033","dist_MAT","2017","23.4"
"Michigan","MI","Clare County","26","035","dist_MAT","2017","18.6"
"Michigan","MI","Clinton County","26","037","dist_MAT","2017","14.67"
"Michigan","MI","Crawford County","26","039","dist_MAT","2017","16.5"
"Michigan","MI","Delta County","26","041","dist_MAT","2017","14.6"
"Michigan","MI","Dickinson County","26","043","dist_MAT","2017","31.18"
"Michigan","MI","Eaton County","26","045","dist_MAT","2017","14.27"
"Michigan","MI","Emmet County","26","047","dist_MAT","2017","22.4"
"Michigan","MI","Genesee County","26","049","dist_MAT","2017","6.11"
"Michigan","MI","Gladwin County","26","051","dist_MAT","2017","7.33"
"Michigan","MI","Gogebic County","26","053","dist_MAT","2017","42.33"
"Michigan","MI","Grand Traverse County","26","055","dist_MAT","2017","9.86"
